8.000000000000000444e-01,-4.000000000000000222e-01,2.500000000000000000e-01,1.330000000000000071e-01,-3.380000000000000226e-01,-4.739999999999999769e-01,-6.740000000000000435e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.930480067060285965e-01,-3.958499225170013514e-01,2.454558060829270250e-01,1.165568834643629509e-01,-2.811831639817071737e-01,-5.590609028399884384e-01,-6.477236537721615672e-01,9.977744754159152858e-04,1.783950191313626865e-01,-1.930082250207394434e-01,6.569954889224749461e-02,-8.031275478162307191e-02,0.000000000000000000e+00
7.861723776910123362e-01,-3.916226733710544972e-01,2.410868843417900420e-01,1.006271812371963975e-01,-2.295064539511481039e-01,-6.312900116317110566e-01,-6.291207203973993023e-01,1.935138352979297576e-03,3.594325901461733475e-01,-3.793417698136734018e-01,1.352795548215323940e-01,-1.551887344890302001e-01,0.000000000000000000e+00
7.793515810800830668e-01,-3.873908551165467506e-01,2.367900088904993927e-01,8.521737249787078583e-02,-1.819232057952017978e-01,-6.937212020046251704e-01,-6.162031710903760340e-01,2.815041855955200713e-03,5.410475707949686797e-01,-5.622242988631511729e-01,2.063258325142113825e-01,-2.275025605823898789e-01,0.000000000000000000e+00
7.725778165966256106e-01,-3.831930872991920478e-01,2.325161392096773139e-01,7.032059736179789577e-02,-1.376718122524701604e-01,-7.484123108012337156e-01,-6.076741039178067405e-01,3.640317155901519244e-03,7.221255367689294324e-01,-7.431886145633411767e-01,2.775975110721243255e-01,-2.986605888665317954e-01,0.000000000000000000e+00
7.658492777314185318e-01,-3.790523289623078385e-01,2.282406360537712897e-01,5.592438458168567939e-02,-9.620934384882509627e-02,-7.967891637870080368e-01,-6.026500820911191436e-01,4.413680048857002332e-03,9.019887778490998098e-01,-9.230077665142796262e-01,3.483875958110427828e-01,-3.694065844762187134e-01,0.000000000000000000e+00
7.591670019123383240e-01,-3.749833618437448113e-01,2.239511397973597273e-01,4.201379141135971190e-02,-5.714101085953406794e-02,-8.398780933262470771e-01,-6.004991422256984457e-01,5.137732061066457336e-03,1.080186945898082174e+00,-1.102074193349965592e+00,4.182625558454631798e-01,-4.401498032973410468e-01,0.000000000000000000e+00
7.525334257643787605e-01,-3.709962266026476385e-01,2.196420138135912470e-01,2.857283855852862930e-02,-2.017214259241176949e-02,-8.784455665056642992e-01,-6.007491757350559292e-01,5.814962906094241213e-03,1.256401190391651435e+00,-1.280573464352563695e+00,4.869430396247409476e-01,-5.111153135856472129e-01,0.000000000000000000e+00
7.459516578290300570e-01,-3.670979684493271833e-01,2.153115328990261590e-01,1.558522787023674736e-02,1.492280838008332861e-02,-9.130827787008929386e-01,-6.030343206825602431e-01,6.447753224838844235e-03,1.430395600954154522e+00,-1.458572039525030339e+00,5.542435278668536025e-01,-5.824199664377240904e-01,0.000000000000000000e+00
7.394250864077640539e-01,-3.632936021602152232e-01,2.109603433793949823e-01,3.034725096122759327e-03,4.832046484902292882e-02,-9.442585908799868699e-01,-6.070622135531384966e-01,7.038377548620630871e-03,1.601990450817794231e+00,-1.636065163941883283e+00,6.200392199541818750e-01,-6.541139330782652639e-01,0.000000000000000000e+00
7.329571576590093729e-01,-3.595866852775275180e-01,2.065905642443664481e-01,-9.094627392569389415e-03,8.016201163472003177e-02,-9.723538421196160630e-01,-6.125931545955797253e-01,7.589007433259923642e-03,1.771046364262629957e+00,-1.813004660654139677e+00,6.842466042086794431e-01,-7.262049006001817242e-01,0.000000000000000000e+00
7.265512462127112769e-01,-3.559796804812323523e-01,2.022052346851115900e-01,-2.081839018718106143e-02,1.105624447744806560e-01,-9.976843293053108130e-01,-6.194263691996442223e-01,8.101714718972068824e-03,1.937454353575525978e+00,-1.989315866956034462e+00,7.468113974447421199e-01,-7.986729108252438314e-01,0.000000000000000000e+00
